symbol,disease,panel,panel_name,evidence_level
SPAST,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
SPEN,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
STAG1,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
STXBP1,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
SYNGAP1,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
TAF1,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
TBR1,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
TCF4,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
TMLHE,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
TNRC6B,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
TRIP12,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
TSC1,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
TSC2,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
UBE3A,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
UPF3B,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
USP7,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
VPS13B,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
WAC,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
WDFY3,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
ZBTB20,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
ZSWIM6,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),strong
CTNND2,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),moderate
KATNAL2,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),moderate
TAOK2,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),moderate
CACNA1H,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
CACNA2D3,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
CNTN4,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
GIGYF2,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
HDAC4,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
ILF2,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
INTS6,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
MET,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
NTNG1,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
RANBP17,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
RELN,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
RNF135,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
SLC9A9,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
SYNE1,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
TMPRSS9,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
UNC13A,Autism Spectrum Disorders,PanelApp Australia,Autism Spectrum Disorders (PanelApp Australia),limited
ADNP,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
ANK2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
ARID1B,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
ASH1L,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
ASXL3,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
CHD2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
CHD8,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
CUL3,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
DSCAM,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
DYRK1A,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
GRIN2B,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
KATNAL2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
KMT2A,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
KMT5B,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
MYT1L,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
NAA15,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
POGZ,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
PTEN,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
RAB39B,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
RELN,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
SCN2A,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
SETD5,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
SHANK3,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
SYNGAP1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
TBR1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
TRIP12,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
ZNF292,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),strong
ANKRD11,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
BAZ2B,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
BCKDK,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
BCL11A,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
CACNA1D,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
CACNA1H,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
CACNA2D3,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
CIC,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
CMIP,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
CNOT3,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
CNTN4,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
CNTNAP2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
CTNND2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
CUX1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
DDX3X,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
DEAF1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
DIP2C,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
ERBIN,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
FOXP1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
GABRB3,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
GIGYF2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
GRIA1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
GRIP1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
ILF2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
INTS6,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
IRF2BPL,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
KAT2B,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
KDM5B,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
KDM6A,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
KMT2C,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
LEO1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
MAGEL2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
MBOAT7,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
MECP2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
MED13,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
MED13L,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
MET,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
NCKAP1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
NLGN3,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
NRXN1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
PHF3,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
PTCHD1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
RANBP17,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
RIMS1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
SCN9A,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
SHANK2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
SLC6A1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
SMARCC2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
SPAST,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
SRCAP,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
SRSF11,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
TAOK2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
TBL1XR1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
TCF20,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
TNRC6B,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
TRIO,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
UBN2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
UPF3B,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
USP15,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
USP7,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
WAC,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
WDFY3,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),moderate
ABAT,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ABCA10,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ABCA13,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ABCA7,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ACE,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ACHE,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ACTN4,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ADA,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ADCY3,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ADCY5,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ADK,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ADORA2A,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ADORA3,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ADRB2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
AFF2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
AGAP1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
AGAP2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
AGBL4,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
AGMO,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
AGO1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
AGTR2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
AHDC1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
AKAP9,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
AMPD1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
AMT,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ANK3,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ANKS1B,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ANXA1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
APBA2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
APBB1,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
APH1A,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
AR,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ARHGAP11B,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ARHGAP32,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ARHGAP5,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ARHGEF10,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ARHGEF9,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ARNT2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ASAP2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ASMT,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ASPM,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ASTN2,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
ATP10A,Autism Spectrum Disorders,Genomics England,Autism Spectrum Disorders (Genomics England),limited
